epoch,train_loss,eval_loss,eval_top1,eval_top5
0,6.724943578630337,5.91711375,3.58,11.554
1,6.308533947216975,4.80978875,13.782,32.704
2,5.924919528505735,3.96331875,24.27,48.444
3,5.606624513563784,3.3759225,32.818,58.93
4,5.3675132251331314,2.96527625,39.592,65.918
5,5.180441798786503,2.77369125,42.676,69.496
6,5.07942028278618,2.74634125,43.084,69.876
7,4.95005855132488,2.413900625,49.1,75.294
8,4.899554694802959,2.340124375,50.5,76.342
9,4.819748384181478,2.36534,51.034,76.946
10,4.7882162853130055,2.306890625,51.41,77.61
11,4.735107214375326,2.347041875,52.026,77.686
12,4.720208291086072,2.205731875,54.058,79.028
13,4.684688322359966,2.18450125,53.728,79.54
14,4.666186962848015,2.447508125,47.946,74.728
15,4.640080435529242,2.20853875,54.698,79.91
16,4.633483245997105,2.2744375,54.37,79.906
17,4.6347205443558055,2.194531875,55.108,80.532
18,4.6125211720938735,2.19951,53.482,79.568
19,4.614423282497329,2.1968675,53.616,78.868
20,4.603211439576513,1.929498125,58.81,83.132
21,4.59834480028384,2.15516875,55.302,81.008
22,4.5560976011148755,2.183245,53.886,79.47
23,4.5547974187780635,2.030011875,56.484,81.61
24,4.537324949082158,2.031599375,57.84,82.434
25,4.518053380458526,1.86135875,61.198,84.794
26,4.503530078530252,1.87589625,59.548,83.574
27,4.536729486449065,1.936908125,58.276,83.05
28,4.487111143232618,2.15275125,55.75,81.214
29,4.465570182730738,1.904749375,58.326,83.016
30,4.507051028718433,2.004251875,57.998,82.764
31,4.456680413309136,2.0543825,56.742,81.764
32,4.480562777937989,2.051735,57.99,82.738
33,4.46480469325406,1.94009125,58.334,83.164
34,4.454017520296262,2.10905125,56.368,81.524
35,4.444231985332082,1.881089375,60.728,84.438
36,4.438791863531699,2.116240625,54.714,80.588
37,4.44623481123249,1.840159375,61.74,85.264
38,4.439877108839654,2.149081875,54.962,80.682
39,4.447328469245652,1.804470625,62.454,85.564
40,4.435100187989951,1.961919375,59.156,83.412
41,4.420467333641666,1.913251875,58.93,83.572
42,4.4326997771821945,2.01663375,58.506,82.826
43,4.408496079286241,1.753641875,63.234,86.102
44,4.418865520406977,1.970024375,58.474,83.25
45,4.391699822731029,1.92155375,60.946,84.476
46,4.427450464945928,1.773913125,63.396,86.316
47,4.388500154786611,1.878300625,61.572,85.026
48,4.41480538447023,1.897,59.27,83.558
49,4.394168827057075,1.985995625,59.968,84.006
50,4.390329953518671,1.745795,63.776,86.458
51,4.390495023809359,1.981224375,58.454,82.992
52,4.386033164905804,1.911545,60.074,84.186
53,4.39348472225903,1.787399375,62.822,85.752
54,4.383321779497687,1.9420675,59.642,83.992
55,4.376032737528412,1.84807875,60.01,84.256
56,4.359788610118409,1.920510625,59.708,84.072
57,4.365562867089244,1.92285,59.48,83.898
58,4.370743041772658,1.726974375,63.962,86.694
59,4.353891936128868,1.86076375,63.398,86.116
60,4.380447754744157,2.03899625,60.112,84.446
61,4.348073370414533,1.809099375,61.562,84.872
62,4.344435025886027,1.85920125,59.866,84.4
63,4.351233715419824,1.998158125,59.332,83.448
64,4.354214617298228,1.875945,60.536,84.324
65,4.344015803510033,1.679071875,64.078,86.596
66,4.336119909221708,1.92469875,60.358,84.528
67,4.341814449133841,1.892425,61.086,84.848
68,4.308406249520924,1.6803475,64.326,86.734
69,4.361928407766445,1.858204375,61.022,84.79
70,4.325359140603451,1.87642,59.75,84.24
71,4.333964586305576,1.75069125,61.76,85.318
72,4.302448534372386,1.867715,60.46,84.428
73,4.3324757441260475,1.87829125,61.344,85.044
74,4.312171342144456,1.68571,65.37,87.33
75,4.324738340142462,1.87348375,61.77,85.694
76,4.317036721289295,1.818360625,61.842,85.308
77,4.306407362255425,1.829761875,61.26,84.836
78,4.306126136929377,1.89358125,61.69,85.292
79,4.285069816631089,1.91513,60.398,84.296
80,4.295813470516115,1.78839625,61.86,85.404
81,4.302321074951992,1.780999375,62.32,85.482
82,4.290626824134379,1.84676375,61.89,85.47
83,4.2881093933480114,1.80957375,62.068,85.622
84,4.2943731092027475,1.7932175,62.152,85.584
85,4.278330956845031,1.741176875,63.532,86.402
86,4.2846557188372305,1.7132,65.856,87.902
87,4.283718170897207,1.752885625,62.838,85.984
88,4.268183123399618,1.68111,63.136,86.002
89,4.2693795281245475,1.79385125,63.072,86.184
90,4.269275547181563,1.730661875,63.092,86.186
91,4.267962257158674,1.829545,63.374,86.352
92,4.2669953353541485,1.760503125,62.594,85.668
93,4.254734788435014,1.76448875,62.132,85.612
94,4.2499297230212,1.659628125,66.222,87.822
95,4.2535375701474765,1.799795625,62.784,86.002
96,4.247057790700962,1.714176875,63.66,86.396
97,4.236632156281552,1.791245,63.66,86.286
98,4.243857653946867,1.657553125,63.456,86.39
99,4.236716079335552,1.638841875,65.944,87.968
100,4.217054422567007,1.5730325,67.088,88.414
101,4.253388877943544,1.714213125,63.698,86.74
102,4.217138978767757,1.819186875,63.1,86.502
103,4.221561181698899,1.7363475,63.974,86.74
104,4.222959733507185,1.78666125,64.056,86.872
105,4.198259162145343,1.841880625,63.734,86.602
106,4.2084673261628165,1.8036475,63.736,86.556
107,4.213122128940078,1.645138125,64.366,87.154
108,4.1897199192965635,1.7182225,63.734,86.554
109,4.20756886155232,1.700134375,64.344,86.916
110,4.204703163774307,1.6830475,66.27,88.16
